"train_ret","train_risk","train_sharpe","test_ret","test_risk","test_sharpe"
0.000737011469140783,0.010442600630932,0.0705773872992597,0.000463408966092031,0.00795269650740049,0.0582706715465376
0.000756419815189667,0.0111381732493,0.0679123764964965,0.000510526467349506,0.0078517929795597,0.0650203677909671
0.000627941873733901,0.0118366948874345,0.0530504401528934,0.000652370747244038,0.00828643110427579,0.0787275896021648
0.000639827019839717,0.0108944407008236,0.0587296803397486,0.00063705199036363,0.00783871745742368,0.0812699263398388
0.000625703929175021,0.0112617904542073,0.055559898021479,0.000598616986845986,0.00806153443616622,0.074255961019087
0.000725637140060699,0.0110646702375671,0.0655814519981801,0.000326172492194465,0.00775934248487199,0.0420360994285776
0.000775576476359999,0.0104309264549771,0.0743535561972961,0.000247852695189731,0.00761857264072934,0.0325326943612371
0.000743719337483604,0.0104090308399322,0.071449431644536,0.000296083394605033,0.00738509399582488,0.0400920279108732
0.000728947049306431,0.0106897800760323,0.0681910239613642,9.08242439218123e-05,0.00789386624531442,0.0115056730250178
0.000873516523770177,0.0103190017918152,0.0846512619527825,0.000199170181494604,0.00804271714904469,0.0247640415302012
0.000683830742298168,0.0107857437925116,0.0634013523270358,0.000696765605672341,0.00743019429780748,0.0937748836363464
0.000670473375651707,0.0104916354235362,0.063905516021612,0.000543231570442518,0.00747533326017698,0.0726698799284913
0.000670412951734218,0.0111965757950026,0.0598766054916044,0.000484738524949177,0.00775895834571144,0.06247469097667
0.0008493067207427,0.0109669364434273,0.0774424767685879,0.000117413831072727,0.00823494060789561,0.0142580058148995
0.000742130795068667,0.0111287009643808,0.0666862015112074,0.000486338881793568,0.00793312326603452,0.0613048436894729
0.000859998928839855,0.011199666124673,0.0767879077167547,0.000411236418392435,0.00814952480730327,0.0504613984393178
0.000687352072165985,0.0113430338722603,0.0605968455976246,0.000468086567113234,0.00764614182896339,0.0612186613306248
0.000625601507136599,0.0112591424258901,0.0555638683189624,0.000582886504085351,0.00803722430694534,0.0725233590384745
0.000647445733573116,0.0110013323386232,0.0588515748497188,0.000383261740185401,0.00803778527066961,0.0476825054762221
0.00058918896860148,0.0115158674320876,0.0511632295244884,0.000489165069954946,0.0077828695205675,0.0628515059467781
0.000781678514684812,0.010640631063383,0.0734616687702627,0.000437866048277747,0.00753652983459931,0.0580991594125397
0.00065744157055687,0.0119786576481879,0.0548844110805961,0.000522328427384718,0.00875347009880254,0.059671012922769
0.000696105407882468,0.0106827704804713,0.0651615055434345,0.000501007691836337,0.0075973911739143,0.0659447013280757
0.000613631624474127,0.0115482520437041,0.0531363207307785,9.28058086960376e-05,0.00904358783703924,0.0102620564280848
0.00069702587402463,0.0109515642732406,0.0636462387138399,0.000365620556793347,0.00764449804645719,0.0478279351464799
0.000703757507418479,0.0116114707840768,0.0606088169625821,0.000263639296278165,0.00853209903728086,0.0308996994908519
0.000773460487477748,0.0107941699905034,0.0716553925089406,0.000524849408432312,0.00793296892520797,0.0661605274621131
0.00092121429211108,0.0107344922085827,0.0858181527557052,0.000432958582313397,0.00756426556676397,0.0572373588013277
0.000746727408819449,0.0107045317542593,0.0697580637772714,0.000186454921174743,0.00770257288497889,0.0242068363336564
0.000689913836386088,0.0108047238951446,0.0638529816292777,0.000322468497018406,0.00781129021104042,0.0412823603151539
